date,precio_leche,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1981-02-01,6.76,-4.364328274002702,4.858683958345301,-0.29136834614464924,-0.3132882121719753,6.343570470551174,-2.502499638132113,-2.8117674315349888,-0.9609253075395972,-2.645921681696228,0.2996827304841878,-3.455358911248782,-1.1914907115208087,3.39066766309987,-3.103142941581361,3.0657200842844885,0.025298261874002928,0.3666576380972726,0.8996226864960328,-1.2502971288182314,0.19419686505482875,0.6877272571644341,1.229524340815671,-0.6510370848031334,0.9222189997570107,0.6914663678386426,0.5093592195599437,-0.4046910201318071,-0.06589364658279752,-3.098867962534262,-1.8467483310579444,0.7165967818487788,-3.8457641682844548,0.48357251232548404,0.4951153179267775,-0.5891681365514171,-0.8644967889260884,0.4186054996725917,0.1465375800702961,-0.016794918376338536,-2.3708409153258185,-0.2616236221177464,-0.9870080119417362,0.27175648603001595,-0.031779062353681595,-1.6393119198399186,-0.4575466595550447,-0.16972346324618645,0.43334531354761,-0.00366501019321007,-0.37901631672048386,0.0036472682262156603
1981-03-01,7.31,-4.155127530566332,4.6968330223768415,-0.018979015533472737,-0.4780808736395847,6.243686687092954,-2.6447335793720304,-2.9553305155487233,-0.9385496000962286,-2.752674881819609,-0.2796198231664174,-3.0562115617524253,-1.3031754123930543,3.9069382165936357,-1.8940549023957987,2.7268502132396812,1.180301974167722,-0.3289195670877618,0.1823078895364894,-0.34078100122999677,-2.4852038848799345,-0.09118791670568914,2.348878130430968,-0.7313290812101273,-0.10721650988034818,1.7846911957266414,0.5680447195664367,-0.18089976082832646,0.48735068813966775,-3.366366827792036,-1.3735486784126834,0.9565238156000766,-3.4925564410583263,0.40847052482338153,0.8044283184089629,-0.7323270747875472,-0.6782241799279725,0.5868197039997853,-0.3473169245137157,0.3342388084093006,-2.659392536518788,-0.6119140857072503,-1.2159696590281384,0.15233944349425588,0.3822133702184782,-0.8674747101937151,0.6078528199611247,0.07270129222933909,0.15966521515096546,0.6320318510658983,0.6932352750559548,0.25378595829461387
1981-04-01,7.69,-1.9395334822510537,2.5769268537886467,0.7949699223497586,-3.2496143069560213,6.227606815963634,-2.855749846707807,-2.0853639297923645,0.6866914791383355,-2.572417912314827,-0.5457724929810521,-0.6695235103823624,-2.8021880896434523,5.614671427607969,-0.26603129777134915,1.942994713654346,-0.3283942714662915,-2.4420801182484504,1.9823863653639922,-1.2487626072993692,0.11829480869273812,0.801848955394859,2.79868545545122,-0.9345431540258355,0.2408936234773997,1.9303806685149798,-0.2717256820883869,-0.25118754197293636,1.263681724854265,-2.9462680254905576,-2.3689248689237954,0.060056609910099534,-3.6822179642141117,-1.1390942340817585,1.7893268049353237,-0.7301398892043919,-1.3908044147164815,1.1635912076723924,-0.540595095012981,0.22118063882964586,-3.4401584366704654,-0.8487185250101915,-1.3793823903198366,0.9512223110355688,1.1435813981919187,-0.1504314181742068,0.7302138691240619,0.30384381376017283,-0.47026325175654066,0.809607345421248,0.13990478733312872,0.35828088172468436
1981-05-01,8.65,13.63561985438293,-0.5092118212256812,1.8510928428467321,-3.766968866718922,7.823205561038375,-8.603128960050002,-0.7042529534060804,0.7625571641887409,-2.52769528180505,1.2756306535433317,-2.9591856929418086,-2.794653903472066,6.038811087761525,-2.1101912033317323,1.5620176193587847,-1.441177147098945,-6.053283008507361,-5.050591067121957,-1.3069219406485109,-2.4382576513887537,4.657004373534171,-0.634726066164383,-2.0178686588768215,1.131569821909212,-1.121426314284318,0.8114265745823686,-0.48864476091511855,-0.020975794467714644,-4.856103398421471,-0.8213780823278553,-1.450020503704989,-3.341443628884285,-0.7198096176925882,1.601829352081335,-1.6554361843849894,-1.2942112047035428,1.060808589905938,-1.2033266775726585,-0.44156250057556706,-1.3361376051280531,-1.0454064069286533,0.02580134196888702,-1.9534079910369557,-0.5505928910859882,-0.6341974285046084,0.23440836795700756,1.4435081263690603,0.1598208248756387,-0.2273957534522738,-0.4450851020268024,-0.6236983433577179
1981-06-01,8.63,14.524924093555468,1.9779143385863729,0.3599086345062169,-2.2562049614570694,4.349771926502312,-10.298504111657506,3.1466979105059627,2.2312102852073954,-2.70513332477814,3.7795890767387768,-0.975119630119933,-2.9922964795751317,5.977872671504905,-6.455366069678646,3.5113238303732217,4.464022356176084,-3.1705010195645382,7.267844602178155,-2.765107650503813,-0.07631679298010965,1.0818304426526806,0.10781901971337214,-5.065888923560039,0.15505142078454803,-3.219990754924184,-0.9386890563768513,-2.886366462674327,2.4125061772380247,-0.7960758245408939,2.2286296683059375,1.809767580399997,-1.6004233735336302,2.0879206775688717,1.0453953979245996,-2.297556542637078,-2.164251720548964,-1.2384467114942288,0.32923602394423995,3.964729227775325,-1.1073488456921967,2.5491985868609977,1.0495455897969672,0.5801223080125169,-1.6033618588359175,-0.24905230344206303,0.4098090975797496,0.6225294028964462,2.3539125749939664,-1.5071135899649664,2.404323132298556,-0.0976986408809029
1981-07-01,8.56,14.45862252153844,3.940298405722173,-0.717988602076517,-5.661049852608115,2.262661557293408,-10.412759887990049,5.134571316393813,3.801555770306644,-1.9415856689634114,3.286488552522129,3.2622415196790433,-4.3984347482559585,5.096564054377763,-3.663317648829153,4.981854145756835,5.357243190276196,-2.633842955134926,4.259200420392345,1.5890258537618311,1.7325447917557106,1.8635141733523095,-3.4731752956113384,-1.1461015644848587,-0.3848747852661135,0.9854575171525083,1.3383246427935211,-1.751311717537574,-1.474457936089737,-0.898519966623242,0.25360627700267846,2.659809376073457,-1.3543366514047885,-0.020293136233315013,0.4435322209065921,-0.7949558888417673,0.5607802694455162,-1.4999480602071373,1.8013815513243678,-0.46902754481208575,1.8503434007212622,-0.934488122508654,0.5242946664192022,0.4034453679863685,-0.07967341237260726,2.4376500106145063,-0.3148128609546037,-1.1834641762998568,1.1850244332738966,-0.4936726416034207,-1.1723702021760742,0.09311067737693834
1981-08-01,8.33,10.20673793441092,6.135383808444218,0.07518571156105977,-3.387255715104465,0.768067455708991,-9.891737159328674,4.708437028443563,4.276385019325543,-1.5250462225377481,3.0066310976521686,3.6212867553337085,-2.424797224216937,4.597720202683296,-1.408322004258396,6.091431206189878,4.486856925195293,-1.481828036157351,4.615482846715125,1.7261724016054252,0.6506307760856247,-0.07935254849372708,-3.564950666934403,-1.8545817510992737,-1.9064481102604367,1.7728465488644818,2.0802220447282442,-0.7651929547492887,-1.428371089544512,-0.4809493548146005,0.4698799379210743,3.462238699914922,-1.5965113926213466,1.8671443956491605,-0.6647018096431995,0.6460862097937491,0.4801108240708481,-1.846138614029693,0.7167673689889705,-1.0552221741077694,1.4156942451647723,0.014095762315120977,-1.215791270112488,-0.44124053105825806,0.37215818279338675,-0.07955655317430022,-1.8190136588522785,-1.9017392480254232,0.007897448036403623,-0.8647965133036164,-0.7102687623083335,0.7375423968039367
1981-09-01,7.13,6.229119121501997,9.994903155408856,-1.9271165477062773,1.9700400507349116,-1.744820684196458,-8.983784722573313,5.013972350147166,6.557376478628385,-1.0277924113800065,2.5451442136728333,5.96445992697225,-3.553374100521875,4.6335766602958435,1.6443560947509346,4.691559053610161,4.446351554906396,-1.1908411559267678,4.097646763705988,2.0572149098797614,1.7393794204558788,-1.034963922811319,-1.9652340461571223,-1.6839033227502427,-1.7716222872987548,2.889067370794107,1.4804474258267535,1.1317037699438819,-0.4243660817872126,-0.09881357696085172,-1.962020024440226,0.12158584701498047,-3.554140699597771,-1.4826332266689297,0.2471661167147034,0.8911735527122008,0.24654720116505072,-3.069944862561248,-1.456798852545603,0.67989250858616,2.4293808035950133,0.5574548621123723,1.5167982655851282,-1.9984555257878764,-0.5026639989804921,1.057696174569884,2.225427440103542,-0.5895783446469062,-1.0678494517407424,-0.3021881764210805,-0.4458275461576771,-0.6259620363040993
1981-10-01,6.23,4.554998655517906,11.721879528636142,-3.680395600029572,-1.601121126973901,-2.674622951758203,-8.333431080635139,4.787800888512212,4.332569837858751,0.16219074071704456,1.6715038664883393,4.663052410383727,-1.7146107230389527,2.050183357548174,-0.756080838893205,5.566410623068616,5.004543991556273,-2.86145716910518,4.41576063370675,0.5767216551999594,1.5893494790718363,-0.26470599142865703,-2.381479406040552,-0.41751184189656765,-1.5130223431503835,3.6306818247536894,1.9803529765838148,0.6026077255500789,-0.4687310657310909,0.10497804180773475,1.9599735957429225,2.3602696760219612,-1.1143430647349626,0.1157040704978391,-1.1688296924067787,0.4404108079290747,-0.3008464625645354,-1.8890852378369787,0.31064868279446595,-1.406873745345712,-0.7552364028766734,0.33947612683535244,-0.37221087587128965,-1.6743115082602007,0.22270487342232922,-0.4820479364007968,1.2278138426425225,-0.011724673075937154,-0.7571509267285423,1.5361635961554987,-0.7175105814156125,0.7716925551193424
1981-11-01,5.64,2.5906108067288165,12.098059097299254,-4.460016093428433,-0.7811048127075878,-3.6260688242336983,-7.4269898655994595,3.5858982054648685,4.124200411252458,0.698000510786173,1.314985078796036,5.246474894022128,-1.822722135779938,1.755361129763545,1.293867145938257,4.826802129936214,3.150645574481772,-1.2165652592346388,2.6612171077001348,0.05306726106258904,1.740216219798325,0.9639394359944699,-2.89519274829584,0.4471913253090649,-0.5724749647783693,3.9334587035270374,1.1259083369873986,1.3533912360911426,-0.49305737017051154,-0.4869456898751568,2.271642055241086,2.5823276762821212,-1.3597648980335753,-0.36261320882050024,-1.6847341641418612,0.04569462181691101,-0.03066541600846283,-1.0803185382880456,1.1664002210626399,-1.8929049655194383,-0.8938578450955269,0.47470208772283506,0.0004491787778988069,-1.5358447945556295,1.6695011760475666,-1.5644709029986976,0.8617581336362636,0.2364151930060693,-1.0508210316895839,1.5924375931841925,-0.7858866959566666,0.7551906127606038
