,date,Coquimbo,Valparaiso,Metropolitana_de_Santiago,Libertador_Gral__Bernardo_O_Higgins,Maule,Biobio,La_Araucania,Los_Rios,Precio_de_la_gasolina_en_EEUU_dolaresm3,Precio_de_la_onza_troy_de_oro_dolaresoz,Precio_de_la_onza_troy_de_plata_dolaresoz,Precio_del_cobre_refinado_BML_dolareslibra,Precio_del_petroleo_WTI_dolaresbarril,Tipo_de_cambio_del_dolar_observado_diario,Tipo_de_cambio_nominal_multilateral___TCM,Indice_de_tipo_de_cambio_real___TCR_promedio_1986_100,Indice_de_produccion_industrial__mineria,Indice_de_produccion_industrial__manufacturera,year,month,precio_leche,trimestre,Imacec_empalmado,Imacec_produccion_de_bienes,Imacec_industria,Imacec_resto_de_bienes,Imacec_comercio,Imacec_servicios,Imacec_a_costo_de_factores,Imacec_no_minero,Generacion_de_energia_electrica_CDEC_GWh,PIB_Agropecuario_silvicola,PIB_Mineria_del_cobre,PIB_Alimentos,PIB_Comercio,PIB_Transporte,Impuesto_al_valor_agregado,Derechos_de_Importacion,PIB,Ocupacion_en_Agricultura_INE,Ocupacion_en_Transporte_y_almacenamiento_INE,Ocupacion_en_Actividades_de_alojamiento_y_de_servicio_de_comidas_INE,Indice_de_produccion_industrial,Indice_de_ventas_comercio_real_IVCM
0,1979-01-01,2.6419477137037,0.587061688573063,2.44711409372609,1.60899224926739,3.73621464099971,17.8596343045381,25.2129398252977,45.5964469934311,1.3672,0.022727,0.0626,752.0,,,,,,,1979,1,3.85,1,,,,,,,,,,,,,,,,,,,,,,
1,1979-02-01,1.1798039215976,2.43219155546084,3.9978523445972,4.34631007071151,16.3476372689563,17.6806116898326,18.0850723407147,34.0750387213951,1.6713,0.024567000000000002,0.0742,88.2,,,,,,,1979,2,4.58,1,,,,,,,,,,,,,,,,,,,,,,
2,1979-03-01,0.255490196878517,0.0206006493074699,0.0,0.0554883720338807,0.545324459704516,14.4356981356767,28.6965041937759,66.2322479144547,1.6671,0.024205,0.0745,9.3,,,,,,,1979,3,5.18,1,,,,,,,,,,,,,,,,,,,,,,
3,1979-04-01,10.1736993619673,11.7457792251552,13.7223490173835,12.9891937913821,21.8806073076515,39.1364826813657,43.6179207847578,73.5481266149871,1.9831,0.023916,0.07490000000000001,95.2,,,,,,,1979,4,6.06,2,,,,,,,,,,,,,,,,,,,,,,
4,1979-05-01,1.03909804036999,18.6092857043077,50.1871476317412,104.451550287054,143.914334238468,219.729235486781,279.409718068247,438.005116070888,2.4933,0.025761,0.0837,87.3,,,,,,,1979,5,7.25,2,,,,,,,,,,,,,,,,,,,,,,
5,1979-06-01,0.141156863513725,0.0,1.39716443087243,7.37855816338529,28.7979451003368,72.5019016494142,113.48870524503,179.94983230512,2.9819999999999998,0.027907,0.08539999999999999,85.2,,,,,,,1979,6,7.71,2,,,,,,,,,,,,,,,,,,,,,,
6,1979-07-01,34.6307908482777,118.340422023426,170.614261672001,301.256558251196,482.199009201888,411.270877371443,356.070480067768,424.988333532052,2.2856,0.029469,0.09140000000000001,82.2,,,,,,,1979,7,8.1,2,,,,,,,,,,,,,,,,,,,,,,
7,1979-08-01,9.07337255013583,49.2703085394649,130.50362406481,200.21038749754,294.567553667776,378.102705671432,458.753077034177,645.763591914214,2.0676,0.030081000000000004,0.0933,89.6,,,,,,,1979,8,7.65,3,,,,,,,,,,,,,,,,,,,,,,
8,1979-09-01,12.0417647151009,33.970292229544,77.7051006603561,156.477457280122,161.299858385235,158.965598360021,203.191759253311,252.733617629808,2.3234,0.035511,0.013959999999999998,95.2,,,,,,,1979,9,6.96,3,,,,,,,,,,,,,,,,,,,,,,
9,1979-10-01,0.0186339869121321,0.558100646869703,10.8712751982396,14.5570077502912,11.2389018310237,51.0104987171895,121.420487422028,177.008294443135,2.5643000000000002,0.039166,0.01678,94.3,,,,,,,1979,10,5.79,3,,,,,,,,,,,,,,,,,,,,,,
10,1979-11-01,0.152150327440814,9.55896106610897,41.7979866687408,68.4668216779251,105.529059928983,145.963956234303,164.355689188949,190.984354280378,2.9836,0.039199000000000005,0.0166,94.7,,,,,,,1979,11,5.29,3,,,,,,,,,,,,,,,,,,,,,,
11,1979-12-01,1.07107843166108,17.8997565046098,49.835100658788,52.6017209888429,84.6122378842803,119.269920191866,132.509535450293,200.633579195008,2.9926,0.045507,0.021789999999999997,100.4,,,,,,,1979,12,5.2,4,,,,,,,,,,,,,,,,,,,,,,
12,1980-01-01,4.79905227517673,5.80686687096324,4.23708053932982,1.4038914724578,0.248660565164876,1.30226064000299,13.7651713588498,65.3384754392836,2.6719,0.067531,0.03826,118.0,,,,,,,1980,1,5.41,1,,,,,,,,,,,,,,,,,,,,,,
13,1980-02-01,9.99505228812204,13.1336201213591,22.6049328738411,26.0370232308558,64.1544509370394,166.664082413024,202.816031909951,229.069831818573,2.5715,0.066532,0.03508,132.4,,,,,,,1980,2,5.96,1,,,,,,,,,,,,,,,,,,,,,,
14,1980-03-01,0.352660131386293,0.0210551945764765,0.0062080536462716,0.65826356327811,9.5210815205854,24.0930651691049,56.5392459490239,124.3239018147,2.4579,0.055358,0.02413,104.7,,,,,,,1980,3,6.41,1,,,,,,,,,,,,,,,,,,,,,,
15,1980-04-01,96.7181830001033,160.951801894547,227.8520129287,312.417581578927,343.409825228217,318.483723528842,290.288925879799,347.281550444374,2.6092,0.051741,0.014499999999999999,94.2,,,,,,,1980,4,7.25,2,,,,,,,,,,,,,,,,,,,,,,
16,1980-05-01,8.10371894883174,73.7585065984107,167.818255264487,274.686837957811,399.957212717878,556.559461248682,576.974462992893,569.967635280402,2.6372000000000004,0.051382000000000004,0.01253,92.9,,,,,,,1980,5,8.8,2,,,,,,,,,,,,,,,,,,,,,,
17,1980-06-01,21.9449607758886,69.4228408398566,122.420755040726,176.574743971714,322.564034676195,376.861130481071,331.213168083941,354.877403298706,2.4433000000000002,0.060072,0.01575,9.1,,,,,,,1980,6,9.28,2,,,,,,,,,,,,,,,,,,,,,,
18,1980-07-01,73.975013171302,126.372483717931,150.760352237113,217.400217088803,272.503028323765,262.591103898718,254.096603190182,349.986266360418,2.3007,0.064428,0.01606,98.7,,,,,,,1980,7,9.48,2,,,,,,,,,,,,,,,,,,,,,,
19,1980-08-01,13.5634444491926,20.8063311546726,27.0544798822711,41.4363100155379,80.0768468971062,184.348025347324,269.600677728471,356.585296788573,2.2877,0.06271499999999999,0.0159,94.4,,,,,,,1980,8,9.14,3,,,,,,,,,,,,,,,,,,,,,,
20,1980-09-01,14.8175228724207,51.3444155748788,68.4107045807294,94.1308528338292,93.0136354957365,91.4943683527886,106.089337275578,157.218940360294,2.3546,0.067363,0.020139999999999998,93.4,,,,,,,1980,9,8.28,3,,,,,,,,,,,,,,,,,,,,,,
21,1980-10-01,4.59246404591363,5.73626624105813,8.88337249187565,3.55015504431817,1.16390182936375,0.676276594837583,9.77311499357814,26.372777761415,2.4246,0.06611500000000001,0.020179999999999997,92.8,,,,,,,1980,10,7.24,3,,,,,,,,,,,,,,,,,,,,,,
22,1980-11-01,4.05750326533723,2.80857143087869,8.70317111104952,16.8508216984512,38.2291597248909,63.0903988746887,96.2642573918083,161.732493713537,2.4909,0.062346000000000006,0.01865,91.2,,,,,,,1980,11,6.38,3,,,,,,,,,,,,,,,,,,,,,,
23,1980-12-01,1.07422222443217,2.79264609786597,7.30045302712277,9.52643412078998,31.0465225149907,88.3173803687096,142.430571109397,159.484896775672,2.4861,0.059369,0.016390000000000002,85.2,,,,,,,1980,12,6.31,4,,,,,,,,,,,,,,,,,,,,,,
24,1981-01-01,0.739941177093515,0.890519480444733,2.68803691090516,4.60902325076939,21.1080864819879,135.549235414951,184.820639715609,188.188436690535,2.5804,0.055739000000000004,0.014750000000000001,84.8,,,,,,,1981,1,6.57,1,,,,,,,,,,,,,,,,,,,,,,
25,1981-02-01,6.15687582581578,10.8027435018887,9.32167783462061,3.61172092481004,6.31918469945375,19.8386901689971,23.6240898743896,38.5133591733238,2.7152,0.049976,0.01302,81.7,,,,,,,1981,2,6.76,1,,,,,,,,,,,,,,,,,,,,,,
26,1981-03-01,0.196006535909145,1.36249999750357,2.23907718200849,3.20672868707383,19.7339600654638,50.9952393503899,84.2051638845079,142.798940402285,2.7054,0.049876,0.01234,82.5,,,,,,,1981,3,7.31,1,,,,,,,,,,,,,,,,,,,,,,
27,1981-04-01,2.57169280672458,8.39474026174224,26.9392449765547,61.0755968759226,95.630765457915,120.816735445185,132.271241611501,159.118436640855,2.6552,0.04958,0.011439999999999999,82.7,,,,,,,1981,4,7.69,2,,,,,,,,,,,,,,,,,,,,,,
28,1981-05-01,52.8052417888556,172.571444969673,259.639160770698,451.954588992097,643.367479524279,684.958503723145,639.461256737575,711.495025398195,2.6608,0.04797,0.01085,7.9,,,,,,,1981,5,8.65,2,,,,,,,,,,,,,,,,,,,,,,
29,1981-06-01,6.01037255257758,20.8205681396769,35.9472986709752,72.5399688898131,118.576730471086,191.277234097745,248.149504917955,274.233979395194,2.6620999999999997,0.046069000000000006,0.01,771.0,,,,,,,1981,6,8.63,2,,,,,,,,,,,,,,,,,,,,,,
30,1981-07-01,13.4698235254954,29.8358116917215,51.4744966542161,87.5374419160592,173.826189812329,265.873510670155,274.861569058142,325.005051999745,2.7477,0.040928000000000006,0.0863,763.0,,,,,,,1981,7,8.56,2,,,,,,,,,,,,,,,,,,,,,,
31,1981-08-01,37.4849477210076,42.2319805606619,87.3718960157177,122.11651165393,152.432637260678,137.652978567367,131.086755428619,206.221188567406,2.7283999999999997,0.041018,0.08929999999999999,8.1,,,,,,,1981,8,8.33,3,,,,,,,,,,,,,,,,,,,,,,
32,1981-09-01,7.40260785013632,10.7014610473696,31.7891275330678,44.7134573781213,67.3545424021818,79.2566822006347,135.328027547995,237.384212070041,2.6519999999999997,0.044366,0.010029999999999999,776.0,,,,,,,1981,9,7.13,3,,,,,,,,,,,,,,,,,,,,,,
33,1981-10-01,0.714816993177911,2.26948052184209,8.44854027355065,15.5811938197114,33.7689351123105,69.5479254608459,84.5781188145541,116.212919772441,2.6584,0.043775,0.0925,757.0,,,,,,,1981,10,6.23,3,,,,,,,,,,,,,,,,,,,,,,
34,1981-11-01,0.845013070648256,1.70016233954736,4.55812081238942,7.82683721757674,17.3917720575698,17.2614694136056,40.9853998761275,82.916498677059,2.661,0.041337,0.0855,748.0,,,,,,,1981,11,5.64,3,,,,,,,,,,,,,,,,,,,,,,
35,1981-12-01,0.126875816241783,0.361737011605269,1.11104027324375,0.441503879820654,2.01400166045186,20.310319161637,49.2908225012298,96.2135269450895,2.5244,0.041009000000000004,0.0843,751.0,,,,,,,1981,12,5.24,4,,,,,,,,,,,,,,,,,,,,,,
36,1982-01-01,1.48317646961294,0.697175326212854,0.56768456279869,0.757441859793409,10.5688186301455,58.0120678563067,79.1251181248754,141.020167989016,2.4526,0.038432,0.0803,731.0,,,,,,,1982,1,5.47,1,,,,,,,,,,,,,,,,,,,,,,
37,1982-02-01,0.89415032313954,0.36378246596591,0.757583889063298,2.45446511761163,13.127745434022,38.6273936394681,72.6224219052735,93.4116406650198,2.391,0.037413,0.0827,724.0,,,,,,,1982,2,5.86,1,,,,,,,,,,,,,,,,,,,,,,
38,1982-03-01,9.11508497191118,18.1059090827967,24.802986600655,24.9510077587394,28.0173544024866,38.4837765687324,62.6061158082182,104.438061918707,2.205,0.033025,0.0721,685.0,,,,,,,1982,3,6.4,1,,,,,,,,,,,,,,,,,,,,,,
39,1982-04-01,0.0,0.0196103894502505,6.84860741857114,16.8917518974275,28.9049334228535,41.0352991768654,47.8707692697587,89.8754264279545,2.3638,0.035034,0.0731,691.0,,,,,,,1982,4,7.18,2,,,,,,,,,,,,,,,,,,,,,,
40,1982-05-01,65.2423202358819,141.856525941329,180.885537230728,269.117674645712,351.735965354272,364.021662194678,359.333251569622,458.89727416519,2.5781,0.033382,0.0667,693.0,,,,,,,1982,5,8.13,2,,,,,,,,,,,,,,,,,,,,,,
41,1982-06-01,101.622411734762,353.764025700557,524.592667138017,615.003363841449,545.903153214796,443.725245465624,436.893663009795,472.644483876783,2.6018,0.031515,0.0558,5.9,,,,,,,1982,6,8.45,2,,,,,,,,,,,,,,,,,,,,,,
42,1982-07-01,64.1508954397214,128.587143142502,219.510403063473,283.408837287371,370.157437646647,444.839115822569,461.643975762674,484.394405157991,2.5202,0.033897,0.065,654.0,,,,,,,1982,7,8.84,2,,,,,,,,,,,,,,,,,,,,,,
43,1982-08-01,51.8697777675258,105.176444914434,151.821778764661,199.315162599549,225.375424332706,248.93447476245,280.006884781895,378.511550371037,2.5559,0.036423000000000004,0.07139999999999999,659.0,,578.047059,,,,,1982,8,8.7,3,,,,,,,,,,,,,,,,,,,,,,
44,1982-09-01,33.2053986800579,86.7617695734098,196.663154282026,301.841751749201,299.46241275324,249.688444203519,214.622033490357,256.220167509961,2.54,0.043731,0.0873,647.0,,630.440909,,,,,1982,9,8.28,3,,,,,,,,,,,,,,,,,,,,,,
